"bbid","naam","uri","straatnaam","straat_uri","breen","kleinnr","nr1876","tekst"
"BB488","Blauwegang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","61","-","Blauwegang B: Palmstraat 61   -   vervallen.Volgens de kaart van wijk 51 (1775). In 1796 naamloos.; BWK; TA (zie ook: Hollandse Fortuinengang) \"Een Huys en Agter huys en hun Erven Staande en geleegen in de Palmstraat ZZ by de Baangragt 't 3de van de Blaauwe gang & in de Haaken en Oogen gang D 12 G 15 No 64 en No 2, wyk 51 No 974 & 975 ... 1806-09-09\"; K1805"
"BB489","Blauwegang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","nee",,,"Blauwegang – Prinsengracht B H&L Kf: 2 (1654-04-28, 1655-09-20)"
"BB490","Gang",,"De Blauwe Haan",,"nee",,,"De Blauwe Haan – Lindengracht Zz – Gang TA: 1 (1702-05-20)"
"BB491","De Blauwe Haan – Sint Nicolaasstraat Nz – Gang TA: 4 (1713-06-20",,,,"nee",,,"De Blauwe Haan – Sint Nicolaasstraat Nz – Gang TA: 4 (1713-06-20 - 176401-12)"
"BB492","Blauwe Haansgang – Lindengracht Kw. (zie ook: Blauwehanengang): 19 (1713-02-08",,,,"nee",,,"Blauwe Haansgang – Lindengracht Kw. (zie ook: Blauwehanengang): 19 (1713-02-08 - 1786); TA: 13 (1702-07-28 -  \"Een Huys, Agterhuis & Erve staande & gelegen op de Lindegragt Z Z tusschen de 2e & 3e dwarsstraat op de hoek van & in de blaauwe Haanen Gang get. D. 11 G 21 Ns 8 & 9 Wyk 50 No. 5719/1 & 5719/2 nieuw N. 5950 Bruin ... 1809-09-01\")"
"BB493","Blauwe-Haansteeg","https://adamlink.nl/geo/street/boerensteeg/7004","N. Z. Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","ja","35/36","153-155","Blauwe-Haansteeg B: N. Z. Voorburgwal 35/36   153-155 In 1796 ook Boeren- of Melkboerengang. Thans: Boerensteeg.; BF; W; Kw.: 12 (1679-1793); WV: 5 (1613-1710); B Wk: 1 (1700); B W Kf: 6 (1690-1768); TA: 21 (1584-1798); MNM: 4 (1761-1794); K1805; BS: O 1, Ov 1 (1812-1839) ; krt1796; krt1829; krt1842; RN53; BA53; tGA; L; Tram25; AS30; SvA35"
"BB494","Blauwe Haansteegje",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Blauwe Haansteegje – Nieuwezijds Voorburgwal Kw.; WV zie: Blauwe Haansteeg"
"BB495","Gang",,"De Blauwe Hand",,"nee",,,"De Blauwe Hand – Anjeliersgracht – Gang TA: 1 (1737-07-11)"
"BB496","Blauwe Handsteeg",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Blauwe Handsteeg – Nieuwezijds Voorburgwal B K Kf: 1 (1605-05-11); Kw.: 6 (1779-07-14, 1791-05-25, 1795-03-12)"
"BB497",,,,,,,,"Blauwe Hand- of Schoolsteegje Kw. (1795): zie: Blauwe Handsteeg – Nieuwezijds Voorburgwal"
"BB498","Blauwe Hand(s)steeg(je)",,,,"nee",,,"Blauwe Hand(s)steeg(je) – Oudezijds Voorburgwal K1553; K1559; D OK; Kw.; TA; tG zie: Blauwlakensteeg"
"BB499","Blauwe-Hanengang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","ja","64","-","Blauwe-Hanengang B: Egelantiersstraat 64   -   vervallen.; BWK; K1805"
"BB500","Blauwe Hanengang",,"Buiten de Leidsepoort",,"nee",,,"Blauwe Hanengang – Buiten de Leidsepoort B H&L Kf: 1 (1759-04-12)"
"BB501","Blauwe-Hanengang","https://adamlink.nl/geo/street/blaauwe-hanengang/6114","Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","ja","152/153","129-133","Blauwe-Hanengang B: Lindengracht 152/153   129-133; BWK; B K Kf: 1 (1725); Kw. (zie ook: Blauwe Haansgang): 4 (1729-1773); TA (id.): 8 (1702-1799); MNM: 14 (1761-1801); K1805; BS: G 4, O 12, Ov 2 (1812-1852); RN53; BA53; BR; RN75; L"
"BB502","Blauwe-Hanengang",,"Lindenstraat","https://adamlink.nl/geo/street/lindenstraat/2708","ja","58","87","Blauwe-Hanengang B: Lindenstraat 58   87 Thans naamlooos.; K1805; L; H"
"BB503","Blauwe Hanengang",,"Noorderkerkstraat","https://adamlink.nl/geo/street/noorderkerkstraat/3236","nee",,,"Blauwe Hanengang – Noorderkerkstraat K1805"
"BB504","Blauwe Helmsteegje",,,,"nee",,,"Blauwe Helmsteegje – Nieuwezijds Kromelleboogsteeg: TA: 1 (1615-06-30)"
"BB505","Blauwe Hennengang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","nee",,,"Blauwe Hennengang – Egelantiersstraat K1805"
"BB506","Blauwehoofdsgang",,"Anjeliersgacht","https://adamlink.nl/geo/street/westerstraat/4964","ja","68/69","160-164","Blauwehoofdsgang B:  Anjeliersgacht 68/69   160-164 zie: Blauwhoofdengang"
"BB507","Blauwe Hoofdsgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Blauwe Hoofdsgang – Anjeliersgracht TA zie: Blauwhoofdengang"
"BB508","Blauwe-Huizengang",,"Noordermarkt","https://adamlink.nl/geo/street/noordermarkt/3238","ja","5","7","Blauwe-Huizengang B: Noordermarkt 5   7 Thans naamloos.; W; K1805; BS: O 1/(2) (1828); BA53; L"
"BB509","Blauwe-Kramersgang","https://adamlink.nl/geo/street/kramersgang/6938","Noordermarkt","https://adamlink.nl/geo/street/noordermarkt/3238","ja","2/3","2-3","Blauwe-Kramersgang B: Noordermarkt 2/3   2-3 In 1796 enkel Kramersgang en ook in den Atlas van Amsterdam (1876), Buurt PP.; BWK; B K Kf: 1 (1655); WV: 1 (1690); Kw.: 8 (1690-1763); TA: 10 (1704-1789); MNM: 1 (1789); K1805; BS: G 1, O 12, Ov 3 (1815-1844), RN53; BA53; BR; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB510",,,,,,,,"Blauwe Kuipersgang/-steeg – Goudsbloemgracht Kw.; TA; MNM zie: Blauwkuipersgang"
"BB511","Blauwe Kuipsgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Blauwe Kuipsgang – Goudsbloemgracht BS zie: Blauwkuipersgang"
"BB512","Blauwe Leeuwssteegje",,"Oudezijds Achterburgwal Wz","https://adamlink.nl/geo/street/oudezijds-achterburgwal/3406","nee",,,"Blauwe Leeuwssteegje – Oudezijds Achterburgwal Wz TA: 1 (1608-06-14)"
"BB513","Blauwe Leeuwssteegje",,"Zeedijk","https://adamlink.nl/geo/street/zeedijk/5154","nee",,,"Blauwe Leeuwssteegje – Zeedijk WV: 1 (1662-01-02)"
"BB514","Blauwe-Loods",,"Korte Leidschedwarsstraat","https://adamlink.nl/geo/street/korte-leidsedwarsstraat/2475","ja","34","147-153","Blauwe-Loods B: Korte Leidschedwarsstraat 34   147-153 In de registers van 1853 en verv. Nooitgedachtegang.; BWK; RN53; BA53; RN75; L; Tram25; AS30; SvA35"
"BB515","Blauwe Ormsgang",,"Tuinstaat",,"nee",,,"Blauwe Ormsgang – Tuinstaat BWK zie: Blauwe Armsgang"
"BB516","Blauwe-Poort",,,,"ja",,,"Blauwe-Poort B: Bloemstraat 117   tusschen 161 en 163 In het register van 1853 en in den Atlas van Amsterdam, Buurt  DD: Pijpenbrandersgang.; TA: 2 (1799, 1800); MNM: 1 (1799); K1805; BS: Ov 3 (1813-1848); RN53; BA53; L"
"BB517","Blauw(e)poort(je)",,"Dirk van Hasseltssteeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026","nee",,,"Blauw(e)poort(je) – Dirk van Hasseltssteeg BS zie: Louwenpoortje"
"BB518","Blauwe Poortje",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Blauwe Poortje – Langestraat Kw.: 1 (1676-04-18); TA: 4 (1676-04-18, 1719-02-14, 1728-10-26, 1745-05-11)"
"BB519","Blauwe Poortje",,"Reguliersdwarsstraat","https://adamlink.nl/geo/street/reguliersdwarsstraat/3762","nee",,,"Blauwe Poortje – Reguliersdwarsstraat B H&L Kf: 1 (1671-12-03); TA: 1 (1670-06-12)"
"BB520","Blauw(e) Poortje",,"Schans","https://adamlink.nl/geo/street/schans/6969","nee",,,"Blauw(e) Poortje – Schans B H&L Kf: 3 (1655-09-07, 1655-11-26, 1662-05-30)"
"BB521","Blauwepoortsgang",,"Bloemstraat","https://adamlink.nl/geo/street/bloemstraat/504","nee",,,"Blauwepoortsgang – Bloemstraat TA zie: Blauwe Poort"
"BB522","Blauwe-Pijlsgang",,"Joden Houttuinen","https://adamlink.nl/geo/street/joden-houttuinen/2157","ja","-","-","Blauwe-Pijlsgang B: Joden Houttuinen -   -   vervallen. zie: Blauwe-Bijlsgang"
"BB523","Uitgang",,"Het Blauwe Schild",,"nee",,,"Het Blauwe Schild – Bloemstraat – Uitgang TA: 1 (1644-08-08)"
"BB524","Blauwe-Sterrengang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","8","-","Blauwe-Sterrengang B: Palmstraat 8   -   vervallen.Op de kaart van wijk 51 (1775): Muntersgang.; BWK"
"BB525",,,,,,,,"Blauwe Stoepjesgang (- Laurierstraat) BR EE"
"BB526","Blauwe Voetsteeg",,"Stilsteeg","https://adamlink.nl/geo/street/stilsteeg/7006","nee",,,"Blauwe Voetsteeg  - Stilsteeg TA: 1 (1600-03-01)"
"BB527","Blauwe Wereldsgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Blauwe Wereldsgang – Anjeliersgracht MNM: 3 (1757-05-23, 1788-03-31)"
"BB528","Blauwe Weversgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","nee",,,"Blauwe Weversgang – Oude Looiersstraat TA: 1 (1800-05-20); MNM (zie ook: Blauwegang): 2 (1799-03-04, 1800-05-26)"
"BB529","Blauwe Wezelsgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Blauwe Wezelsgang – Anjeliersgracht K1805"
"BB530","De Blauwe Zak",,"Overtoomseweg","https://adamlink.nl/geo/street/overtoom/3430","nee",,,"De Blauwe Zak – Overtoomseweg K1805"
"BB531",,,,,,,,"Blauwhanengang TA zie: Blauwe Hanengang"
"BB532","Blauwhoedengang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Blauwhoedengang – Anjeliersgracht BS: O 1 (O21/2/183v)"
"BB533","Blauwhoofdengang","https://adamlink.nl/geo/street/blaauwhoofdengang/5947","Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","ja","68/69","160-164","Blauwhoofdengang B: Anjeliersgracht 68/69   160-164 In het register van 1796: Blauwehoofdsgang.; Kw: 1 (1762); TA: 6 (1761-1804); MNM: 3 (1778-1806); K1805; BS: G 1, O 19 (1814-1847); RN53; BA53; RN75; L"
"BB534",,,,,,,,"Blauwhoofds- en Tonnengang – Anjeliersgracht TA zie: Blaauwhoofdengang"
"BB535","Blauwhuizengang",,,,"nee",,,"Blauwhuizengang – Noordermarkt W; K1805; BS zie: Blauwe Huizengang"
"BB536","Blauwkoordgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Blauwkoordgang – Anjeliersgracht K1805"
"BB537","Blauwkuipersgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","ja","125/126","-","Blauwkuipersgang B: Goudsbloemgracht 125/126   -   vervallen.; BWK; Kw.: 3 (1721-1792); TA: 11 (1741-1809); MNM: 3 1790-1802); (K1805); BS: G 1, O 4, Ov 3 (1812-1815)"
"BB538","Blauwlakendwarssteeg",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","nee",,,"Blauwlakendwarssteeg – Oudezijds Voorburgwal WV: 1 (1669-01-26); TA Oudezijds Voorburgwal [Delftse Bierkaai] De Gekroonde Pot uithangend, huis, erf en achterhuis, achter uitkomend op de Blauwelakensdwarssteeg 1625-09-6"
"BB539","Blauwlakensteeg","https://adamlink.nl/geo/street/blaauwlakensteeg/5841","O. Z. Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","ja","181/182","138-156","Blauwlakensteeg B: O. Z. Voorburgwal 181/182   138-156; K1553; K1559; D OK: 14 (1564-1571); BF; CC; OD; W; BWK; Kw.: 50 (1646-1806); WV: 6 (1646-1696); B H&L Kf: 2 (1669, 1679); B KL: 13 (1664-1673); TA: 44 (1650-1809); MNM: 21 (1760-1805); K1805; BS: G 82, O 103, Ov 67 (1811-(1845)); tGA; krt1796; krt1820; krt1842; RN53; BA53; BR; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB540","Hofje",,"Blauwlakensteeg","https://adamlink.nl/geo/street/blauwlakensteeg/5938","nee",,,"Blauwlakensteeg – Oudezijds Voorburgwal – Hofje Kw.: 1 (1768-04-27)"
"BB541","Poortjes",,"Blauwlakensteeg","https://adamlink.nl/geo/street/blauwlakensteeg/5938","nee",,,"Blauwlakensteeg – Oudezijds Voorburgwal – Poortjes K1805"
"BB542","Blauw Leeuwsteegje",,"Oudezijds Achterburgwal","https://adamlink.nl/geo/street/oudezijds-achterburgwal/3406","nee",,,"Blauw Leeuwsteegje – Oudezijds Achterburgwal TA zie: Blauwe Leeuwssteegje"
"BB543","Blauwpoortje",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Blauwpoortje – Langestraat TA zie: Blauwe Poortje"
"BB544","Blauwpoortje",,"Schans","https://adamlink.nl/geo/street/schans/6969","nee",,,"Blauwpoortje – Schans B H&L Kf zie: Blauwepoortje"
"BB545","Blauwpoortje",,,,"nee",,,"Blauwpoortje – Suikerbakkerssteeg (Nieuwezijds Voorburgwal) BS: G 1 (G18/10/49v)"
"BB546","Blauwselgang",,,,"ja",,,"Blauwselgang B: Haarlemmer Houttuinen tusschen Korte Prinsengracht en Buiten-Oranjestraat. -   -   vervallen.; Volgens de wijkkaart van wijk 52 (ongeveer 1770).; BWK"
"BB547","Blauwstenengang",,"Noordermarkt","https://adamlink.nl/geo/street/noordermarkt/3238","nee",,,"Blauwstenengang – Noordermarkt BS: O 1 (O43/2/94)"
"BB548","Blauwververversgang",,"Egelantiersgracht","https://adamlink.nl/geo/street/egelantiersgracht/1209","nee",,,"Blauwververversgang – Egelantiersgracht MNM (zie ook: Verwersgang): 1 (1779-07-19); K1805"
"BB549","Blauwverversgang",,"Egelantiersgracht","https://adamlink.nl/geo/street/egelantiersgracht/1209","nee",,,"Blauwverversgang – Egelantiersgracht BS zie: Verwersgang"
"BB550","Blauwverwersgang",,,,"ja",,,"Blauwverwersgang B: Egelantiersstraat, voorbij de 2e dwarsstraat -   -   vervallen. Inneemboek van het Aalmoezeniersweeshuis Ao. 1726, No. 105. In het register van 1796 vond ik deze naam niet."
"BB551","Blauwverwersgang",,"Hazenstraat","https://adamlink.nl/geo/street/hazenstraat/1693","ja","-","-","Blauwverwersgang B: Hazenstraat -   -   vervallen. Inneemboek van het Aalmoezeniersweeshuis Ao.1715, No. 35 en 1725, No. 46. In het reg. van 1796 komt deze naam niet voor."
"BB552","Blauwverversgang",,"Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","nee",,,"Blauwverversgang – Lindengracht BS: Ov 1 (O12/5/155)"
"BB553","Blauwververssteegje",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","nee",,,"Blauwververssteegje – Oudezijds Voorburgwal WV zie: Blauwlakensteeg"
"BB554","Blazenmakersgang",,"Dirk van Hasseltssteeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026","nee",,,"Blazenmakersgang – Dirk van Hasseltssteeg Kw.: 1 (1744-01-14); TA: 1 (1744-12-10), 1743-12-   zie: Glazenmakersgang"
"BB555",,,,,,,,"Blekersgang TA: 1 (1708-01-27)"
"BB556","Blekersgang",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Blekersgang – Langestraat WV: 1 (1679-01-18); TA: 4 (1690-04-15, 1691-04-28, 1705-05-01, 1711-04-28)"
"BB557","Bleekersgang",,"Marken","https://adamlink.nl/geo/street/valkenburgerstraat/4618","ja","11/12","207-237","Bleekersgang B: Marken 11/12   207-237; BWK; B A Kf: 2 (1679, 1710); Kw.: 3 (1728-1778); TA: 2 (1740-1804); MNM: 2 (1778-1803); K1805; BS: G 65, O 105, Ov 42 (1811-(1836)); RN53; BA53; BR; RN75; L; Tram25; AS30; SvA35"
"BB558","Bleekersgang",,"Noordermarkt","https://adamlink.nl/geo/street/noordermarkt/3238","ja","37","36","Bleekersgang B: Noordermarkt 37   36 Aldus volgens de registers van 1853 en verv. In 1796: Brillengang.; K1805; BS: O 1 (1828); RN53; BA53; RN75; L"
"BB559","Bleekersgang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","ja","235/236","589-593","Bleekersgang B: Prinsengracht 235/236   589-593 B H&L Kf: 18 (1653-1759); B KL: 14 (1658-1672); Kw.: 33 (1671-1802); TA: 20 (1670-1809); MNM: 8 (1760-1800); K1805; BS: G 6, O 30, Ov 9 (1811-(1843)); RN53; BA53; RN75; L; Tram25; AS30; SvA35"
"BB560","Bleekersgang",,"Tichelstraat","https://adamlink.nl/geo/street/tichelstraat/4447","ja","6","49-51","Bleekersgang B: Tichelstraat 6   49-51   vervallen.; B K Kf: 1 (1655); B Nok: 1 (1664); WV: 1 (1674); Kw.: 6 (1741-1787); TA: 8 (1662-1788); MNM: 4 (1758-1788); K1805; BS: G 3, O 3/(5), Ov 2 (1812-1832); RN53; BA53; BR; (tGA); L"
"BB561","Bleekershofje",,"Kerkpad","https://adamlink.nl/geo/street/kerkpad/5739","ja","-","-","Bleekershofje B: Kerkpad -   -   vervallen. Volgens het register der nummering van 1853. In 1796 vond ik deze gang niet aangegeven.; BS: G 2, O 15, Ov 1 (1811-1849); RN53; BR"
"BB562","Gang",,"Blekerssloot","https://adamlink.nl/geo/street/blekerssloot/5939","nee",,,"Blekerssloot – Gang B H&L Kf: 1 (1671-03-01)"
"BB563","Bliekersgang",,"Tichelstraat","https://adamlink.nl/geo/street/tichelstraat/4447","nee",,,"Bliekersgang – Tichelstraat TA zie: Bleekersgang"
"BB564",,,,,,,,"Blikslagersgang B Laurierstraat 23   52-58 In de registers van 1853 en verv.: Sleepersgang.; Kw.: 2 (1718, 1765); TA: 2 (1776, 1783); K1805; BS: G 1/(2), O 2/(3), Ov 1 (1813-1819); RN53; BR; RN75; Tram25; AS30; SvA35"
"BB565","Blikslagersgang",,"Marken","https://adamlink.nl/geo/street/valkenburgerstraat/4618","nee",,,"Blikslagersgang – Marken BS: Ov 1 (O18/2/156)"
"BB566","Blikslagersgang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","ja","182","-","Blikslagersgang B: Tuinstraat 182   -   vervallen.; BWK; Kw.: 2 (1771, 1803); TA: 4 (1672-1786); K1805"
"BB567",,,,,,,,"Blikslagers- of Nieuwe Huizengang – Tuinstraat Kw.: 1 (1803-11-08); MNM: 1 (1803-09-26)"
"BB568","Blinde Ezelsgang",,,,"nee",,,"Blinde Ezelsgang – Damrak tGA"
"BB569","Blindegang",,"Grote Kattenburgerstraat","https://adamlink.nl/geo/street/grote-kattenburgerstraat/6954","nee",,,"Blindegang – Grote Kattenburgerstraat BS: Ov 1 (G14/3/10)"
"BB570","Blindegang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","nee",,,"Blindegang – Prinsengracht BWK zie: Benedengang"
"BB571","Blinde Gardegang",,"Taksteeg","https://adamlink.nl/geo/street/taksteeg/4374","nee",,,"Blinde Gardegang – Taksteeg WV: 1 (1681-01-14)"
"BB572","Blinde Gerritssteegje",,"Taksteeg","https://adamlink.nl/geo/street/taksteeg/4374","nee",,,"Blinde Gerritssteegje – Taksteeg TA: 2 (1663-06-14, 1685-10-08)"
"BB573","Blinde Hoek",,"Kromme Tuinstraat","https://adamlink.nl/geo/street/kromme-tuynstraat/5647","nee",,,"Blinde Hoek – Kromme Tuinstraat WV: 1 (1696); Kw. (zie ook: Kromme Tuinstraat – Blinde Hoek): 19 (1756-1802); TA: 2 (1689, 1715); MNM: 6 (1756-1802)"
"BB574","Blinde Hoek of Nieuwegang",,"Tweede Looiersdwarsstraat","https://adamlink.nl/geo/street/tweede-looiersdwarsstraat/4566","nee",,,"Blinde Hoek of Nieuwegang – Tweede Looiersdwarsstraat TA"
"BB575","Blinde Hoek",,"Sint Pieterssteeg","https://adamlink.nl/geo/street/sint-pieterssteeg/4113","nee",,,"Blinde Hoek – Sint Pieterssteeg BS zie: Walenhoek"
"BB576","Blindekatersteeg","https://adamlink.nl/geo/street/blinde-katersteeg/5782","Rokin","https://adamlink.nl/geo/street/rokin/3867","ja","188/189","144-148","Blindekatersteeg B: Rokin 188/189   144-148 In 1796 enkel: Katersteeg.; B H&L Kf: 12 (1654-1736); B KL: 15 (1657-1671); Kw.: 14 (1653-1783); TA: 7 (1667-1809); MNM: 3 (1759-1789); K1805; BS: G 9, O 13, Ov 4 (1812-1849); krt1829; RN53; BA53; BR; L; HGvA; Tram25; AS30; SvA35; AAA38/39"
"BB577",,,,,,,,"Blindemansdwarsstraat Kw.: 3 (1631-04-17 - 1750-11-24); WV: 1 (1649-01-12); B KL: 2 (1667-04-21, 1670-02-14); TA: 4 (1685-07-12 - 1802-  -  ); MNM: 1 (1765-09-02)"
"BB578","Blindemansdwarsstraat",,"Achterom",,"nee",,,"Blindemansdwarsstraat – Achterom Kw.: 3 (1742-02-27, 1765-10-30); TA: 1 (1697-06-24)"
"BB579",,,,,,,,"Blindemansgang Kw. zie ook: Blindemanssteeg"
"BB580","Blindemansgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Blindemansgang – Goudsbloemgracht BS: Ov 1 (G13/2/190v)"
"BB581","straat",,"Blindemansgang",,"nee",,,"Blindemansgang – Karthuizers(dwars)straat Kw.: 2 (1726); TA: 4 (1726-1804)"
"BB582","Blindemansgang",,,,"nee",,,"Blindemansgang – Langestraat (zie ook: Blindemanssteeg) WV: 3/(4) (1675-01-16, 1683-01-18); TA: 3 (1683-08-05, 1715-04-03, 1761-04-15); Kw.: 5 (1761-01-26, 1764-01-19, 1778-06-26, 1780-01-27); MNM: 2 (1760-12-15, 1778-05-11)"
"BB583","Blindemanshoek",,"Suikerbakkerssteeg",,"nee",,,"Blindemanshoek – Suikerbakkerssteeg BS: O 1 (O14/3/95v)"
"BB584","Blindemanssteeg",,"Achterom",,"nee",,,"Blindemanssteeg – Achterom Kw. zie: Blindemansdwarsstraat – Achterom"
"BB585","Blindemanssteeg",,"Baksteegje",,"nee",,,"Blindemanssteeg – Baksteegje TA: 1 (1674-04-13)"
"BB586","Blindemanssteeg – Druifsteeg(je)/-straat(je) (zie ook: Druifstraat) Kw.: 9 (1596-01-30",,,,"nee",,,"Blindemanssteeg – Druifsteeg(je)/-straat(je) (zie ook: Druifstraat) Kw.: 9 (1596-01-30 - 1750-11-24); WV: 1 (1620-01-13); TA: 2 (1696, 1705)"
"BB587","Slopje/Slopsteegje",,"Blindemanssteeg",,"nee",,,"Blindemanssteeg – Druifstraat – Slopje/Slopsteegje Kw.: 2 (1617-08-25, 1661-05-12)); WV: 1 (1648-01-11)"
"BB588","Uitgang",,"Blindemanssteeg",,"nee",,,"Blindemanssteeg – Druifstraat – Uitgang Kw.: 1 (1596-01-30)"
"BB589","Dwarssteegje",,"Blindemanssteeg",,"nee",,,"Blindemanssteeg – Dwarssteegje Kw.: 1 (1651-12-29)"
"BB590","Gang",,"Blindemanssteeg",,"nee",,,"Blindemanssteeg – Gang WV: 1 (1671-01-05)"
"BB591","Blindemanssteeg",,,,"nee",,,"Blindemanssteeg – Gang (van Jan Teunisz Mol) WV: 1 (1670-02-05)"
"BB592","Blindemanssteeg",,,,"ja",,,"Blindemanssteeg B: Naamlooze Gang zie: Karthuizersdwarsstraat"
"BB593",,,,,,,,"Blindemanssteeg bij Halvemaansbrug B H&L Kf: 1 (1710-02-13)"
"BB594","Blindemanssteeg",,"Koningsstraat","https://adamlink.nl/geo/street/koningsstraat/2446","nee",,,"Blindemanssteeg – Koningsstraat BS: O 1 (O28/5/165)"
"BB595",,,,,,,,"Blindemanssteeg, Korte Kw.: 3 (1691-1764)"
"BB596","Blindemanssteeg",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Blindemanssteeg – Langestraat Kw.: 1 (1659-01-16); K1805"
"BB597","Blindemanssteeg",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Blindemanssteeg – Langestraat  Kw. zie: Blindemansgang"
"BB598","Poortje",,"Blindemanssteeg",,"nee",,,"Blindemanssteeg – Poortje Kw.: 1 (1719-06-21); TA: 1 (1716-12-02)"
"BB599","Blindemanssteeg – Slop(je) Kw.: 7 (1767-12-11, 1769-05-30, 1771-03-26, 1783-",,,,"nee",,,"Blindemanssteeg – Slop(je) Kw.: 7 (1767-12-11, 1769-05-30, 1771-03-26, 1783-  -  , 1785-01-28, 1802-11-24, 1803-07-01); MNM: 3 (1771-01-28, 1781-19-29, 1789-06-22)"
